name,genotype,age,sex,weight,rotation,shift,thal file,CC file,mrsthal_exclude,mrscc_exclude,exclusion reason,,CrCH2,Ala,Asp,Cr,GABA,Glc,Gln,GSH,Glu,GPC,Ins,Lac,Lip09,Lip13a,Lip13b,Lip20,MM09,MM12,MM14,MM17,MM20,NAA,NAAG,PCh,PCr,sIns,Tau,tNAA,tCr, tCho,Glx,tLM09,tLM13,tLM20,,CrCH2_stdev,Ala_stdev,Asp_stdev,Cr_stdev,GABA_stdev,Glc_stdev,Gln_stdev,GSH_stdev,Glu_stdev,GPC_stdev,Ins_stdev,Lac_stdev,"Lip09_stdev,","Lip13a_stdev,","Lip13b_stdev,",Lip20_stdev,MM09_stdev,MM12_stdev,MM14_stdev,MM17_stdev,"MM20_stdev,",NAA_stdev,NAAG_stdev,"PCh_stdev,",PCr_stdev,"sIns_stdev,",Tau_stdev,"tNAA_stdev,",tCr_stdev, tCho_stdev,Glx_stdev,tLM09_stdev,"tLM13_stdev,",tLM20_stdev,,CrCH2_tCR,Ala_tCR,Asp_tCR,Cr_tCR,GABA_tCR,Glc_tCR,Gln_tCR,GSH_tCR,Glu_tCR,GPC_tCR,Ins_tCR,Lac_tCR,Lip09_tCR,Lip13a_tCR,Lip13b_tCR,Lip20_tCR,MM09_tCR,MM12_tCR,MM14_tCR,MM17_tCR,MM20_tCR,NAA_tCR,NAAG_tCR,PCh_tCR,PCr_tCR,sIns_tCR,Tau_tCR,tNAA_tCR,tCr_tCR,tCho_tCR,Glx_tCR,tLM09_tCR,tLM13_tCR,tLM20_tCR
FID_040_21,KO,pnd70,F,19,180,-1.8,11,21,N,N,inc,,5.319022,0,3.909088,8.755532,15.59448,0.7366451,7.435008,4.48853,50.39768,4.216041,18.69648,0.6530924,3.298618,0,0,34.14297,17.15609,7.448375,40.17795,16.28889,124.8378,6.964846,3.496055,2.396439,8.421291,0,49.84778,10.4609,17.17682,6.61248,57.83269,20.45471,47.62633,158.9808,,1.969633,1.534192,3.2205,1.591366,3.318335,3.276768,4.753357,1.686577,4.391549,1.095816,3.756752,4.080008,49.34125,77.11102,15.82144,23.10294,60.92296,44.96375,35.70444,16.93187,31.94023,1.447231,1.416397,1.014601,1.862023,0.2077306,4.595237,0.8855753,0.8533355,0.2049307,3.354191,7.935045,2.992553,10.66115,,0.3096627897,0,0.2275792609,0.5097295076,0.9078793397,0.04288599985,0.4328512495,0.2613132116,2.934051821,0.2454494487,1.088471556,0.03802172928,0.1920389222,0,0,1.987735215,0.998793141,0.4336294495,2.339079643,0.9483064968,7.267806264,0.4054793611,0.2035333083,0.1395158708,0.4902706671,0,2.902037746,0.6090126112,1,0.3849653195,3.366903187,1.19083218,2.772709384,9.255543226
FID_041_13 (E),WT,pnd70,M,25.4,180,-1.8,13,13,N,N,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_041_27,WT,pnd70,M,25.4,180,-1.8,27,27,N,N,inc,,2.313365,0,2.530143,9.034834,15.79879,5.280784,2.277654,4.641181,51.93181,0,17.53401,1.202123,8.778367,4.310635,0,50.44428,14.14585,6.008602,43.81011,19.99379,127.2612,6.223919,3.126053,5.827498,9.220421,0,55.56364,9.349971,18.25526,5.827498,54.20946,22.92422,54.12935,177.7055,,2.296725,1.959272,3.991597,2.091098,4.476767,4.0872,6.029805,2.119753,5.547413,2.105144,4.31584,5.20367,318.5982,86.32516,20.64808,28.30245,313.9695,67.46495,63.51457,22.72942,39.97969,1.736007,1.771547,2.206638,2.32375,0.2607027,5.625097,1.085965,1.125337,0.2163012,4.179421,8.701359,3.177335,14.05795,,0.126723202,0,0.138598026,0.4949167528,0.8654376875,0.2892746529,0.1247669987,0.2542380114,2.844758716,0,0.9604908394,0.06585077397,0.4808678156,0.2361311206,0,2.763273709,0.7748917298,0.3291436003,2.399862286,1.095234469,6.971207203,0.3409383926,0.1712412203,0.3192229527,0.5050829733,0,3.043705759,0.5121795581,1,0.3192229527,2.969525496,1.25575971,2.965137171,9.734482007
FID_042_11 (E),KO,pnd70,M,22.2,0,-1.7,11,17,N,N,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_042_17,KO,pnd70,M,22.2,180,-1.8,11,17,N,N,inc,,4.122622,0,3.396592,5.289038,16.85337,3.947179,0,2.532929,32.26676,3.190118,12.94983,0,2.922745,12.58423,0,26.47092,16.55939,7.926294,42.46651,17.84206,130.5369,4.687515,1.81588,2.106233,3.595579,0,36.32913,6.503394,8.884618,5.296351,32.26676,19.48214,62.97703,157.0078,,1.851239,1.357881,2.958768,1.501808,3.027767,2.887565,2.682989,1.174926,3.708959,0.8472974,3.255035,1.371976,436.5599,236.6928,18.33155,23.20628,442.3621,131.1174,138.8429,22.15641,30.4376,1.376496,1.249403,0.7694359,1.698432,0.2044495,3.907722,0.8985291,0.7214614,0.1814182,2.021224,7.739734,8.766963,9.640003,,0.464017924,0,0.3823002857,0.5953028031,1.896915545,0.4442710987,0,0.2850914918,3.631755468,0.3590607947,1.457556194,0,0.3289668729,1.416406423,0,2.979410032,1.863826897,0.8921367244,4.779778939,2.008196638,14.69246061,0.5275989356,0.2043847017,0.2370651164,0.4046970843,0,4.088991783,0.7319835248,1,0.5961259111,3.631755468,2.192794333,7.088321636,17.67186839
FID_043_13 ,HET,pnd70,F,15,180,-1.9,13,25,N,N,inc,,7.537107,0,13.01104,14.35686,36.22753,0,37.82618,1.924126,67.86194,6.428676,39.74417,3.777205,32.93866,0,0,0,10.87263,12.29797,57.39041,31.11791,150.5174,26.92065,5.304234,3.802337,17.08677,0,44.53509,32.22488,31.44364,10.23101,105.6881,43.81129,69.68839,150.5174,,5.153006,2.446021,5.785676,51.74854,7.539907,3.322295,11.67885,2.799992,9.019065,2.75352,6.901668,11.9557,22.131,144.9332,28.66696,11.71084,13.24231,85.93001,57.61472,22.16679,20.35383,4.42517,3.521162,2.790207,51.62613,0.3346508,8.369547,1.833474,1.247368,0.3939213,6.103964,2.785569,3.019617,7.273227,,0.2397021146,0,0.4137892432,0.4565902675,1.152141737,0,1.202983497,0.06119285172,2.158208782,0.204450757,1.263981206,0.1201262004,1.047546022,0,0,0,0.3457815317,0.3911115253,1.825183408,0.9896408304,4.786894901,0.8561556486,0.1686902025,0.1209254717,0.5434094144,0,1.416346517,1.024845724,1,0.3253761333,3.361191643,1.393327554,2.216295251,4.786894901
FID_043_25,HET,pnd70,F,15,180,-2,13,25,N,N,inc,,1.023441,0,3.791949,5.710153,13.22754,0,25.22596,3.168183,42.70586,4.926377,24.50922,2.153038,1.494052,0,0,0,15.87896,9.169416,21.05497,5.773913,58.02555,7.595822,1.096649,1.831643,10.46063,0.2576921,47.46628,8.692472,16.17079,6.75802,67.93182,10.66347,21.05497,73.90451,,2.666921,1.43787,4.297109,9.869275,6.227621,2.537016,7.573239,2.31856,7.242465,1.954476,5.434027,4.702278,96.06067,20.69128,8.356137,30.97934,109.0846,8.785105,20.44012,15.52777,40.1016,2.333241,2.080489,1.950684,10.24299,0.5998524,6.56666,1.24981,1.157222,0.3482546,5.069079,7.142853,1.801026,13.50405,,0.06328948678,0,0.2344937384,0.3531152776,0.817989721,0,1.559970787,0.1959201127,2.640926015,0.3046466499,1.515647659,0.1331436498,0.0923920229,0,0,0,0.9819532626,0.5670357478,1.302037192,0.3570581895,3.588294078,0.4697248557,0.06781666202,0.1132686158,0.6468842895,0.01593565311,2.935309901,0.5375415796,1,0.4179152657,4.200896802,0.6594278944,1.302037192,4.570247341
FID_044_13 (E),WT,pnd70,F,18.4,0,0,13,19,N/A,N/A,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_044_19,WT,pnd70,F,18.4,180,-1.8,13,19,N,N,inc,,0,0,3.588696,1.275311,25.20579,0,0,2.184276,40.69864,3.282782,11.20412,0,3.645648,7.343275,0,30.15934,14.03006,5.609567,34.44641,12.23149,120.1566,5.076497,3.067705,2.688624,6.250104,0,39.10281,8.144202,7.525415,5.971406,40.69864,17.67571,47.39925,150.3159,,1.379033,1.555805,3.29698,2.425205,4.360061,2.246207,3.150327,1.401232,4.779756,1.218806,3.427894,1.448556,74.52532,57.50616,16.29083,25.05347,73.99024,84.45839,64.23973,17.6709,35.68071,1.7036,1.607763,1.380102,2.257203,0.2177887,5.082733,1.091971,0.6578823,0.2515334,2.560018,8.31751,10.59087,11.17886,,0,0,0.4768768234,0.1694671988,3.349421926,0,0,0.2902532286,5.408158886,0.436226042,1.488837493,0,0.4844447781,0.9757966836,0,4.007664694,1.864356982,0.7454162993,4.577343575,1.625357538,15.96677393,0.6745803388,0.4076459571,0.3572725225,0.8305328012,0,5.196100149,1.082226296,1,0.7934985645,5.408158886,2.348802026,6.298556292,19.9744333
FID_045_12,HET,pnd70,M,23.5,180,-1.8,12,22,N,N,inc,,4.253783,0,7.89471,18.62792,52.09603,0,33.31652,2.830483,87.52757,5.149754,51.63812,6.171497,0,0,0,18.58842,48.05387,27.84959,69.41068,36.43871,178.86,22.85058,13.41837,6.056273,14.2374,0,46.67814,36.26895,32.86532,11.20603,120.8441,48.05387,97.26027,197.4484,,4.197573,2.583455,6.755793,4.415716,9.432714,3.854788,12.37351,3.231426,10.87904,2.738227,8.077278,11.03819,35.72913,128.1661,28.75162,49.25548,30.80787,62.03595,58.22819,20.01645,60.56301,5.219793,4.366576,2.926178,4.125925,0.3705001,9.037543,2.224376,1.769749,0.4477231,7.720119,5.161522,3.836986,10.37784,,0.1294307495,0,0.2402140007,0.5667956375,1.585136856,0,1.013728757,0.08612370121,2.663219771,0.1566926474,1.571203932,0.1877814365,0,0,0,0.5655937627,1.462145204,0.847385329,2.111973351,1.108728289,5.442210817,0.6952794009,0.4082835646,0.1842754916,0.4332043625,0,1.420285578,1.103562965,1,0.3409682303,3.676948832,1.462145204,2.95935868,6.007803971
FID_045_22,HET,pnd70,M,23.5,180,-1.8,12,22,N,N,inc,,2.912952,0,3.243411,6.432717,27.09529,0,0,4.247522,41.66606,3.838428,15.2074,0,8.00749,0,0,29.70563,20.34517,7.272726,35.09213,25.21859,116.0114,8.542462,4.060745,2.640641,6.132751,0,44.44994,12.60321,12.56547,6.479069,41.66606,28.35266,42.36485,145.7171,,2.160997,1.597827,3.621487,1.791932,3.81907,2.293581,3.209152,1.616244,4.449637,1.330623,3.819211,1.502707,48.11673,56.98416,10.97408,27.08038,59.82009,35.57565,31.91223,16.98491,37.66812,1.932659,1.781433,1.218552,2.022257,0.2263917,5.020379,1.17593,0.9180086,0.2345896,2.56057,8.518693,2.804275,11.18314,,0.2318219693,0,0.2581209457,0.5119360438,2.15632921,0,0,0.3380312873,3.315917351,0.3054742879,1.210253178,0,0.6372614793,0,0,2.364068356,1.619133228,0.5787866272,2.792743129,2.006975465,9.232555567,0.6798362497,0.3231669806,0.2101505952,0.4880637971,0,3.537467361,1.003003469,1,0.5156248831,3.315917351,2.256394707,3.371529278,11.59662949
FID_046_14 (E),WT,pnd70,M,25.4,180,-1.8,14,20,N,N,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_046_20,WT,pnd70,M,25.4,180,-1.8,14,20,N,N,inc,,0.5406665,0,2.775834,5.224644,20.37821,9.01566,0,2.028716,39.5602,3.423397,10.80535,0,7.682983,8.632268,0,21.32465,11.24742,6.993118,36.28137,19.12067,117.4937,5.011756,2.096408,2.836456,4.258057,0,43.23237,7.108164,9.482701,6.259853,39.5602,18.9304,51.90675,138.8184,,1.956983,1.537085,3.31013,1.898729,3.494716,3.5065,2.989995,1.444171,4.441779,1.151395,3.562303,1.486938,523.3073,55.34813,19.28191,25.44298,534.9691,92.68021,88.96809,17.55241,34.44546,1.647223,1.499236,1.041646,2.422782,0.2220186,4.938252,1.038404,0.8699111,0.2215449,2.385872,8.207934,10.61982,10.50487,,0.05701608645,0,0.2927260914,0.5509658061,2.148987931,0.9507481044,0,0.2139386236,4.171828259,0.3610149682,1.139480197,0,0.8102104031,0.9103174296,0,2.248794937,1.186098771,0.7374605611,3.82605863,2.016373816,12.39032002,0.5285156624,0.2210770961,0.2991189957,0.4490341939,0,4.55907763,0.7495927584,1,0.6601339639,4.171828259,1.996308858,5.473835988,14.63912023
FID_047_13 (E),WT,pnd70,F,21.8,180,-1.8,13,21,N,N,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_047_21,WT,pnd70,F,21.8,180,-1.8,13,21,N,N,inc,,1.555088,0,5.488422,8.414709,19.018,3.365958,4.285129,3.537242,47.61498,3.906103,17.09808,0,13.49338,25.66299,0,33.73479,12.01587,7.189355,40.53662,21.39432,94.87834,8.332369,3.822946,2.705063,8.814452,0,46.26838,12.15531,17.22916,6.611166,51.9001,25.50924,73.38897,128.6131,,1.791266,1.53933,3.383033,1.740458,3.514492,3.366732,5.081574,1.791859,4.668864,1.255316,3.876538,1.629235,511.1366,173.7929,20.75641,24.25341,519.5549,65.31837,141.0333,18.10018,33.99888,1.614583,1.618587,1.145613,2.13425,0.2151556,4.85177,0.9866452,0.9176864,0.2232151,3.615765,8.104212,10.54127,11.16798,,0.09025907241,0,0.3185542418,0.4883992603,1.103826304,0.1953640224,0.2487137504,0.2053055401,2.763627478,0.2267146512,0.992391968,0,0.783171089,1.489509065,0,1.958005498,0.6974147318,0.4172783235,2.35279143,1.241750613,5.506846532,0.4836201533,0.2218881246,0.1570049265,0.5116007977,0,2.685469286,0.7055079876,1,0.3837195777,3.012340706,1.48058524,4.259579109,7.464850289
FID_048,KO,pnd70,F,15.5,N/A,N/A,N/A,N/A,Y,Y,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_049_17 (E),HET,pnd70,M,22.6,180,-1.8,17,24,N,N,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_049_24,HET,pnd70,M,22.6,180,-1.8,17,24,N,N,inc,,3.040485,0,3.504701,9.661097,20.36534,0,10.17017,5.563692,53.21514,5.658561,30.29242,2.296119,5.804807,0,0,20.52175,17.75218,6.480068,39.74568,22.49033,109.9842,8.811149,4.994588,3.099323,11.67281,0,55.1953,13.80574,21.33391,8.757885,63.38531,23.55699,46.22574,130.5059,,2.069733,1.683994,3.654555,1.806846,3.937521,2.268521,5.400939,1.983936,4.902153,1.523519,4.592672,5.351343,49.93648,87.22454,17.9661,25.59908,61.38612,49.20948,40.55291,18.77254,34.56333,1.714854,1.870144,1.350666,2.33008,0.2236593,5.437903,0.9285877,0.963625,0.2454225,3.74849,8.586628,3.285948,11.97853,,0.1425188819,0,0.1642784187,0.4528516807,0.9545995085,0,0.4767138326,0.260791013,2.494392261,0.2652378772,1.419918805,0.1076276688,0.2720929731,0,0,0.9619310291,0.8321109445,0.3037449769,1.86302839,1.054205722,5.155370019,0.4130114452,0.2341149841,0.1452768386,0.5471481787,0,2.587209752,0.6471265699,1,0.4105147626,2.971106094,1.104204058,2.166772992,6.117298704
FID_050_12 (E),WT,pnd70,F,22.6,180,-1.8,12,20,N,N,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_050_20,WT,pnd70,F,20.6,180,-1.8,12,20,N,N,inc,,5.668957,0,4.267062,9.159234,20.149,3.161045,10.32954,5.760708,49.33801,4.995168,16.86757,0,0,0,0,32.74873,12.3422,7.872921,36.1553,13.25916,115.574,6.697821,2.958699,2.625302,9.244745,0,57.37905,9.656521,18.40398,7.62047,59.66755,12.3422,44.02822,148.3228,,2.013852,1.509936,3.287161,1.619952,3.327783,3.382043,4.665468,1.666695,4.259784,1.092479,3.738544,1.430768,79.87866,54.21386,10.47256,23.64208,88.0343,34.2828,30.36325,16.22277,32.4037,1.411065,1.35584,0.9993512,1.909762,0.2172518,4.643967,0.8262722,0.8578793,0.206755,3.15941,2.847715,2.244982,11.09362,,0.3080288611,0,0.2318553921,0.4976768069,1.094817534,0.1717587717,0.5612666391,0.3130142502,2.680833711,0.2714178129,0.9165175141,0,0,0,0,1.779437383,0.6706266797,0.4277836098,1.964537019,0.7204506851,6.279837296,0.3639332905,0.1607640847,0.142648601,0.5023231388,0,3.117752247,0.5246974296,1,0.4140664139,3.24210035,0.6706266797,2.392320574,8.059278482
FID_051,HET,pnd70,F,14,N/A,N/A,N/A,N/A,Y,Y,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_052_16,KO,pnd70,M,22.5,180,-1.8,16,26,Y,N,inc,,3.429964,0,12.29099,12.09283,38.62787,8.371276,24.9065,3.08856,66.42735,6.309172,32.5177,0,19.38349,0,0,11.24049,30.99638,14.5347,62.98134,43.00458,162.167,20.75498,15.90061,2.892177,20.07426,0,47.47849,36.65559,32.16709,9.201349,91.33385,50.37987,77.51603,173.4075,,4.148102,2.861282,7.46089,13.03296,7.642397,7.001134,11.28424,3.707901,9.427609,3.020468,7.424795,2.672437,3.749468,101.3789,19.30972,48.64994,11.39129,63.19942,54.30613,22.70704,62.3527,3.836982,5.627369,2.720537,14.15927,0.4195912,9.37216,2.285287,1.956527,0.457291,7.406534,3.834045,3.475618,9.013779,,0.1066296019,0,0.3820982874,0.375937954,1.200850621,0.2602434973,0.7742851467,0.09601614569,2.065071786,0.1961374809,1.010899649,0,0.6025876136,0,0,0.3494406861,0.9636053494,0.4518500119,1.957943351,1.336912354,5.041394792,0.6452240473,0.4943129764,0.08991105506,0.624062046,0,1.475995808,1.139537024,1,0.2860485359,2.839356933,1.566192963,2.409793052,5.390835789
FID_052_26,KO,pnd70,M,22.5,180,-1.8,16,26,Y,N,inc,,0.5060354,0,2.588206,6.589721,17.18356,9.828144,4.115541,4.590881,39.18619,3.66534,11.16637,0,5.445168,4.448817,0,27.53881,10.4319,7.059978,32.81873,18.76771,91.58812,5.237823,2.91301,2.636271,6.404145,0,43.78633,8.150833,12.99387,6.301611,43.30173,15.87707,44.32752,119.1269,,1.669386,1.483919,3.138879,1.619767,3.230951,3.340593,4.211446,1.539612,4.20261,1.087085,3.444509,1.398235,366.7221,70.4846,15.38269,23.91174,378.9808,80.7085,65.04879,18.42315,32.76814,1.513013,1.403854,0.9898901,1.806446,0.2118773,4.451612,0.9240553,0.8186878,0.208133,2.879522,7.9674,10.28581,10.34468,,0.03894416367,0,0.1991866934,0.5071407518,1.322435887,0.7563677334,0.316729427,0.3533112922,3.015744347,0.2820822434,0.8593567582,0,0.4190566783,0.3423781368,0,2.119369364,0.8028324125,0.5433314324,2.525708661,1.444351067,7.048563669,0.4030995385,0.2241834034,0.2028857454,0.4928589404,0,3.369768206,0.6272829419,1,0.4849679888,3.332473697,1.221889245,3.411417845,9.167930724
FID_053_26,KO,pnd30,F,15.1,0,0,26,32,N,N,inc,,28.52247,0,14.90052,26.36954,43.75709,0,8.271958,0,80.46733,8.498635,38.88674,6.021976,43.01827,0,0,0,0,9.140557,52.55952,41.52411,220.4822,36.92025,10.85269,6.086507,8.821893,0,39.27671,47.77294,35.19143,14.58514,88.73929,43.01827,61.70007,220.4822,,6.263885,2.528044,6.150078,28.25628,9.665517,3.779046,11.19651,1.970792,9.1012,2.821994,6.827919,10.02069,99.81865,116.1784,26.88641,12.95298,89.74984,56.76444,53.72456,19.38656,23.65328,4.206082,3.45091,2.635385,26.01706,0.373249,8.659092,1.998226,1.473452,0.452395,6.235287,4.60367,3.606925,8.055047,,0.810494771,0,0.423413314,0.7493170923,1.243401874,0,0.2350560349,0,2.286560393,0.2414972907,1.105005963,0.1711205257,1.222407558,0,0,0,0,0.2597381522,1.493531806,1.179949493,6.265224232,1.049126165,0.3083901393,0.1729542391,0.250682993,0,1.116087354,1.357516304,1,0.414451473,2.521616484,1.222407558,1.753269759,6.265224232
FID_053_32 (E),KO,pnd30,F,15.1,0,0,26,32,N,N,lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_054,HET,pnd30,F,16.8,N/A,N/A,N/A,N/A,Y,Y,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_055_15,HET,pnd30,F,16.7,0,0,15,22,N,N,inc,,1.799826,0,6.79062,12.31854,27.07237,0,24.24938,2.329837,60.89083,5.247443,30.23825,0,0,0,0,0,37.32704,23.24539,55.88445,27.82752,99.68891,13.32709,9.109642,3.009601,12.99346,0,29.33877,22.43673,25.31199,8.257044,85.14021,37.32704,79.12983,99.68891,,2.279184,1.549682,3.681213,9.33162,5.570768,2.194577,6.848293,2.019725,6.015002,1.737025,4.554266,1.456179,73.97923,55.97741,10.41185,8.068091,83.98772,36.90791,30.92574,16.14246,26.49689,2.496597,2.795139,1.626131,9.40272,0.223282,5.493595,1.182876,0.983389,0.285777,4.714241,2.922708,2.280976,6.524522,,0.07110566968,0,0.2682768127,0.4866681758,1.069547278,0,0.9580194998,0.09204479774,2.405612123,0.207310567,1.1946216,0,0,0,0,0,1.474678206,0.9183548982,2.207825224,1.099380965,3.93840666,0.5265129292,0.3598943426,0.1189002129,0.5133322192,0,1.159085872,0.8864071928,1,0.32621078,3.363631623,1.474678206,3.126179727,3.93840666
